ref,,,Date,Grid,Plot,Site code,Site,Section code,species (correctly spelled!),Height (cm),# stems,stem 1 diameter (cm),stem 2 diameter (cm),stem 3 diameter (cm),stem 4 diameter (cm),stem 5 diameter (cm),%break,age (N/O/N/A),sprout (Y/ N),% circum,% Additive,% < 3m,age (n/o/N/A),% regro,% borer, % fire,topple (y/n),resprout #,ele? (y/n/N/A),alive (y/n),Notes,Data Collector,Data Enterer,total basal area,total biomass
1354,,,24-May-2013,2,11,2_11,Open 2,2A02,Gymnosporia senegalensis,75,1,0.716,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Hannah & Vellie,Audrey,0.402639081,
1355,,,24-May-2013,2,11,2_11,Open 2,2A02,Gymnosporia senegalensis,85,3,1.232,0.905,0.878,0,0,40,O,Y,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Hannah & Vellie,Audrey,4.370589983,
1356,,,24-May-2013,2,11,2_11,Open 2,2A02,Gymnosporia senegalensis,100,4,1.291,1.232,0.85,0.798,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Hannah & Vellie,Audrey,8.645421865,
1357,,,24-May-2013,2,11,2_11,Open 2,2A02,Gymnosporia senegalensis,160,2,1.385,1.214,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Hannah & Vellie,Audrey,6.136637078,
1358,,,24-May-2013,2,11,2_11,Open 2,2A02,Ormocarpum trichocarpum,45,1,0.677,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Hannah & Vellie,Audrey,0.359970755,
1359,,,24-May-2013,2,11,2_11,Open 2,2A02,Ormocarpum trichocarpum,100,1,0.784,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Hannah & Vellie,Audrey,0.482749694,
1360,,,24-May-2013,2,11,2_11,Open 2,3A02,Dalbergia melanoxylon,50,1,0.653,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Hannah & Vellie,Audrey,0.334900845,
1361,,,24-May-2013,2,11,2_11,Open 2,3A02,Dalbergia melanoxylon,65,2,0.695,0.598,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Hannah & Vellie,Audrey,1.502813047,
1362,,,24-May-2013,2,11,2_11,Open 2,3A02,Dalbergia melanoxylon,85,2,1.255,1.202,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Hannah & Vellie,Audrey,5.776007375,
1363,,,24-May-2013,2,11,2_11,Open 2,3A02,Gymnosporia senegalensis,170,3,1.807,1.321,0.781,0,0,50,O,Y,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Hannah & Vellie,Audrey,8.525790803,
1364,,,24-May-2013,2,11,2_11,Open 2,3A02,Ormocarpum trichocarpum,60,1,0.768,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Hannah & Vellie,Audrey,0.463246686,
1365,,,24-May-2013,2,11,2_11,Open 2,3A02,Ormocarpum trichocarpum,65,1,0.619,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Hannah & Vellie,Audrey,0.300933946,
1366,,,24-May-2013,2,11,2_11,Open 2,3A02,Ormocarpum trichocarpum,85,1,0.684,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Hannah & Vellie,Audrey,0.367453243,
1367,,,24-May-2013,2,11,2_11,Open 2,4A02,Ormocarpum trichocarpum,85,1,1.218,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Hannah & Vellie,Audrey,1.165157025,
1368,,,24-May-2013,2,11,2_11,Open 2,4A10,Acacia nigrescens,270,3,6.1,6,2.5,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Peter & Audrey,Audrey,147.2307397,
1369,,,24-May-2013,2,11,2_11,Open 2,5A02,Albizia forbesii,120,3,2.067,1.012,0.647,0,0,25,O,Y,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Hannah & Vellie,Audrey,6.90182302,
1370,,,24-May-2013,2,11,2_11,Open 2,5A02,Albizia forbesii,120,3,2.116,1.571,0.872,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Hannah & Vellie,Audrey,11.86736939,
1371,,,24-May-2013,2,12,2_12,Open 3,5A25,Acacia nigrescens,520,1,16.9,0,0,0,0,15,O,N,0,0,0,N/A,0,0,0,N,N,U,Y,,Peter & Audrey,Audrey,224.3175694,
1372,,,24-May-2013,2,12,2_12,Open 3,1B02,Acacia gerrardii,400,1,17,0,0,0,0,100,O,N,0,0,0,N/A,0,0,0,N,N/A,Y,N,,Laurence & Cori,Julia,226.9800692,
1373,,,24-May-2013,2,12,2_12,Open 3,1A02,Albizia forbesii,65,1,0.461,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Hannah & Vellie,Audrey,0.166913603,
1374,,,24-May-2013,2,12,2_12,Open 3,1A02,Albizia forbesii,85,1,1.416,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Hannah & Vellie,Audrey,1.5747673,
1375,,,24-May-2013,2,12,2_12,Open 3,1A02,Albizia forbesii,85,1,0.964,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Hannah & Vellie,Audrey,0.729867372,
1376,,,24-May-2013,2,12,2_12,Open 3,1A02,Albizia forbesii,110,2,1.714,1.556,0,0,0,50,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Hannah & Vellie,Audrey,9.913562654,
1377,,,24-May-2013,2,12,2_12,Open 3,1B02,Albizia forbesii,80,1,8,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence & Cori,Julia,50.26548246,
1378,,,24-May-2013,2,12,2_12,Open 3,1B02,Albizia forbesii,115,1,3,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence & Cori,Julia,7.068583471,
1379,,,24-May-2013,2,12,2_12,Open 3,1B02,Albizia forbesii,140,1,2,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence & Cori,Julia,3.141592654,
1380,,,24-May-2013,2,12,2_12,Open 3,1B02,Albizia forbesii,250,1,3,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Laurence & Cori,Julia,7.068583471,
1381,,,24-May-2013,2,12,2_12,Open 3,1B02,Ehretia rigida,50,1,0.5,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence & Cori,Julia,0.196349541,
1382,,,24-May-2013,2,12,2_12,Open 3,1B02,Gymnosporia senegalensis,80,2,0.4,0.3,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence & Cori,Julia,0.408407045,
1383,,,24-May-2013,2,12,2_12,Open 3,1B02,Gymnosporia senegalensis,110,4,2,1.5,1.1,1,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence & Cori,Julia,14.30210056,
1384,,,24-May-2013,2,12,2_12,Open 3,1B02,Gymnosporia senegalensis,150,2,2.4,2.3,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence & Cori,Julia,21.14291856,
1385,,,24-May-2013,2,12,2_12,Open 3,1B02,Ormocarpum trichocarpum,30,2,0.2,0.25,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence & Cori,Julia,0.227765467,
1386,,,24-May-2013,2,12,2_12,Open 3,1B02,Ormocarpum trichocarpum,35,1,0.2,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence & Cori,Julia,0.031415927,
1387,,,24-May-2013,2,12,2_12,Open 3,1B02,Ormocarpum trichocarpum,40,1,0.4,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence & Cori,Julia,0.125663706,
1388,,,24-May-2013,2,12,2_12,Open 3,1B02,Ormocarpum trichocarpum,40,1,1,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence & Cori,Julia,0.785398163,
1389,,,24-May-2013,2,12,2_12,Open 3,1B02,Ormocarpum trichocarpum,50,1,1.1,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,Y,N,N/A,Y,,Laurence & Cori,Julia,0.950331778,
1390,,,24-May-2013,2,12,2_12,Open 3,1B02,Ormocarpum trichocarpum,50,1,0.5,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence & Cori,Julia,0.196349541,
1391,,,24-May-2013,2,12,2_12,Open 3,1B02,Ormocarpum trichocarpum,60,1,2.4,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence & Cori,Julia,4.523893421,
1392,,,24-May-2013,2,12,2_12,Open 3,1B02,Ormocarpum trichocarpum,80,1,1.5,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence & Cori,Julia,1.767145868,
1393,,,24-May-2013,2,12,2_12,Open 3,1B02,Ormocarpum trichocarpum,80,1,0.8,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence & Cori,Julia,0.502654825,
1394,,,24-May-2013,2,12,2_12,Open 3,2A02,Ormocarpum trichocarpum,50,1,0.344,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Hannah & Vellie,Audrey,0.092940877,
1395,,,24-May-2013,2,12,2_12,Open 3,2A10,Albizia forbesii,220,1,8.3,0,0,0,0,15,O,N,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Peter & Audrey,Audrey,54.10607948,
1396,,,24-May-2013,2,12,2_12,Open 3,2A10,Albizia forbesii,220,2,4.3,3,0,0,0,7,O,N,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Peter & Audrey,Audrey,42.79634592,
1397,,,24-May-2013,2,12,2_12,Open 3,2A10,Albizia forbesii,230,1,4.4,0,0,0,0,15,O,N,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Peter & Audrey,Audrey,15.20530844,
1398,,,24-May-2013,2,12,2_12,Open 3,3A02,Albizia forbesii,120,2,1.992,1.663,0,0,0,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Hannah & Vellie,Audrey,11.80480143,
1399,,,24-May-2013,2,12,2_12,Open 3,3A02,Ormocarpum trichocarpum,40,1,0.653,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Hannah & Vellie,Audrey,0.334900845,
1400,,,24-May-2013,2,12,2_12,Open 3,3A10,Acacia gerrardii,280,1,10.2,0,0,0,0,60,O,N,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Peter & Audrey,Audrey,81.71282492,
1401,,,24-May-2013,2,12,2_12,Open 3,4A02,Albizia forbesii,85,2,1.346,1.036,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Hannah & Vellie,Audrey,4.794777248,
1402,,,24-May-2013,2,12,2_12,Open 3,5A02,Ormocarpum trichocarpum,40,1,0.24,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Hannah & Vellie,Audrey,0.045238934,
1403,,,24-May-2013,2,12,2_12,Open 3,5A02,Ormocarpum trichocarpum,50,1,0.738,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Hannah & Vellie,Audrey,0.427762397,
1404,,,24-May-2013,2,12,2_12,Open 3,5A02,Ormocarpum trichocarpum,50,1,0.121,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Hannah & Vellie,Audrey,0.011499015,
1405,,,24-May-2013,2,12,2_12,Open 3,5A02,Ormocarpum trichocarpum,60,1,0.223,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Hannah & Vellie,Audrey,0.039057065,
1406,,,24-May-2013,2,12,2_12,Open 3,5A02,Ormocarpum trichocarpum,75,1,0.341,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Hannah & Vellie,Audrey,0.091326884,
1407,,,24-May-2013,2,12,2_12,Open 3,5A02,Ormocarpum trichocarpum,85,1,0.568,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Hannah & Vellie,Audrey,0.253388297,
1408,,,25-May-2013,2,13,2_13,Open 4,4A10,Acacia nigrescens,400,2,12.2,11.5,0,0,0,2,O,N,0,0,0,N/A,0,0,0,N,N,N/A,Y,,Audrey and Peter,Hannah,532.3742911,
1409,,,25-May-2013,2,13,2_13,Open 4,5A10,Acacia nigrescens,405,1,9.2,0,0,0,0,35,O,N,100,100,25,O,0,0,3,N,N,Y,N,,Audrey and Peter,Hannah,66.47610055,
1410,,,25-May-2013,2,13,2_13,Open 4,1A02,Gymnosporia senegalensis,45,1,0.402,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Hannah,0.126923485,
1411,,,25-May-2013,2,13,2_13,Open 4,1A02,Gymnosporia senegalensis,45,1,0.1,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Hannah,0.007853982,
1412,,,25-May-2013,2,13,2_13,Open 4,1A02,Gymnosporia senegalensis,45,1,0.144,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Hannah,0.016286016,
1413,,,25-May-2013,2,13,2_13,Open 4,1A02,Gymnosporia senegalensis,75,5,0.53,0.661,0.638,0.137,0.468,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,"topkill, resprouting",Karen and Vellie,Hannah,2.143923358,
1414,,,25-May-2013,2,13,2_13,Open 4,1A02,Gymnosporia senegalensis,75,2,0.603,0.005,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Hannah,0.285656381,
1415,,,25-May-2013,2,13,2_13,Open 4,1A02,Gymnosporia senegalensis,85,1,0.708,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Hannah,0.393691825,
1416,,,25-May-2013,2,13,2_13,Open 4,1A02,Ormocarpum trichocarpum,45,1,0.033,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Hannah,0.000855299,
1417,,,25-May-2013,2,13,2_13,Open 4,1A02,Ormocarpum trichocarpum,50,1,0.503,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Hannah,0.198712804,
1418,,,25-May-2013,2,13,2_13,Open 4,1B02,Ormocarpum trichocarpum,14,1,1.4,0,0,0,0,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Laurence,Hannah,1.5393804,
1419,,,25-May-2013,2,13,2_13,Open 4,1B02,Ormocarpum trichocarpum,40,1,1.5,0,0,0,0,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Laurence,Hannah,1.767145868,
1420,,,25-May-2013,2,13,2_13,Open 4,1B02,Ormocarpum trichocarpum,85,1,0.5,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence,Hannah,0.196349541,
1421,,,25-May-2013,2,13,2_13,Open 4,2A02,Gymnosporia senegalensis,50,1,0.713,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Hannah,0.399272079,
1422,,,25-May-2013,2,13,2_13,Open 4,2A02,Gymnosporia senegalensis,75,1,0.793,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Hannah,0.49389685,
1423,,,25-May-2013,2,13,2_13,Open 4,2A02,Gymnosporia senegalensis,85,3,0.939,0.826,0.453,0,0,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,"topkill, resprouting",Karen and Vellie,Hannah,2.997106095,
1424,,,25-May-2013,2,13,2_13,Open 4,2A02,Gymnosporia senegalensis,85,3,0.963,0.55,1.04,0,0,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,"topkill, resprouting",Karen and Vellie,Hannah,2.528172341,
1425,,,25-May-2013,2,13,2_13,Open 4,2B02,Dichrostachys cinerea,75,3,1.5,1,0.5,0,0,30,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Laurence,Hannah,5.105088062,
1426,,,25-May-2013,2,13,2_13,Open 4,2B02,Gymnosporia senegalensis,50,1,0.5,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence,Hannah,0.196349541,
1427,,,25-May-2013,2,13,2_13,Open 4,2B02,Gymnosporia senegalensis,67,1,1,0,0,0,0,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,Burnt,Laurence,Hannah,0.785398163,
1428,,,25-May-2013,2,13,2_13,Open 4,2B02,Gymnosporia senegalensis,70,1,6.5,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence,Hannah,33.1830724,
1429,,,25-May-2013,2,13,2_13,Open 4,2B02,Gymnosporia senegalensis,80,1,1,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence,Hannah,0.785398163,
1430,,,25-May-2013,2,13,2_13,Open 4,2B02,Gymnosporia senegalensis,95,2,1.5,1.2,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence,Hannah,6.291039289,
1431,,,25-May-2013,2,13,2_13,Open 4,2B02,Gymnosporia senegalensis,115,1,1.5,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence,Hannah,1.767145868,
1432,,,25-May-2013,2,13,2_13,Open 4,2B02,Gymnosporia senegalensis,140,1,1.4,0,0,0,0,100,O,N,0,0,0,N/A,0,0,0,N,N/A,U,Y,Burnt,Laurence,Hannah,1.5393804,
1433,,,25-May-2013,2,13,2_13,Open 4,2B02,Gymnosporia senegalensis,160,1,2.2,0,0,0,0,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,Burnt,Laurence,Hannah,3.801327111,
1434,,,25-May-2013,2,13,2_13,Open 4,2B02,Gymnosporia senegalensis,180,3,1.3,2,2,0,0,100,O,N,0,0,0,N/A,0,0,0,N,N/A,U,Y,Burnt,Laurence,Hannah,17.03528616,
1435,,,25-May-2013,2,13,2_13,Open 4,2B02,Ormocarpum trichocarpum,40,1,0.7,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence,Hannah,0.3848451,
1436,,,25-May-2013,2,13,2_13,Open 4,3A02,Flueggea virosa,100,15,0.474,0.444,1.04,0.858,0.959,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Hannah,4.680310963,
1437,,,25-May-2013,2,13,2_13,Open 4,3A02,Ormocarpum trichocarpum,35,2,1.02,1.19,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Hannah,5.265937606,
1438,,,25-May-2013,2,13,2_13,Open 4,3A02,Ormocarpum trichocarpum,50,1,0.641,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Hannah,0.322705183,
1439,,,25-May-2013,2,13,2_13,Open 4,3A02,Ormocarpum trichocarpum,75,1,0.85,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Hannah,0.567450173,
1440,,,25-May-2013,2,13,2_13,Open 4,3A02,Ormocarpum trichocarpum,85,2,1.47,0.341,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Hannah,2.062474427,
1441,,,25-May-2013,2,13,2_13,Open 4,3A02,Ormocarpum trichocarpum,85,1,0.343,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Hannah,0.092401309,
1442,,,25-May-2013,2,13,2_13,Open 4,3A10,Albizia forbesii,200,3,5.1,4.3,6,0,0,25,O,N,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Audrey and Peter,Hannah,106.7905883,
1443,,,25-May-2013,2,13,2_13,Open 4,3B02,Bolusanthus speciosus,140,2,3.2,0,0,0,0,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,Burnt,Laurence,Hannah,8.042477193,
1444,,,25-May-2013,2,13,2_13,Open 4,4A02,Ormocarpum trichocarpum,50,2,1.52,0.724,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Hannah,3.461331388,
1445,,,25-May-2013,2,13,2_13,Open 4,4A02,Ormocarpum trichocarpum,85,1,1.64,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Hannah,2.1124069,
1446,,,25-May-2013,2,13,2_13,Open 4,4B02,Euclea divinorum,190,8,1,1,1.5,2.2,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence,Hannah,20.89944513,
1447,,,25-May-2013,2,13,2_13,Open 4,4B02,Gymnosporia senegalensis,40,1,1,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence,Hannah,0.785398163,
1448,,,25-May-2013,2,13,2_13,Open 4,4B02,Gymnosporia senegalensis,115,2,1.5,1.5,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence,Hannah,8.835729338,
1449,,,25-May-2013,2,13,2_13,Open 4,4B02,Gymnosporia senegalensis,125,2,2,2.5,0,0,0,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,Burnt,Laurence,Hannah,22.77654674,
1450,,,25-May-2013,2,13,2_13,Open 4,4B02,Ormocarpum trichocarpum,30,1,0.2,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence,Hannah,0.031415927,
1451,,,25-May-2013,2,13,2_13,Open 4,5A02,Albizia forbesii,75,2,2.062,1.136,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Hannah,7.393603222,
1452,,,25-May-2013,2,13,2_13,Open 4,5A02,Ormocarpum trichocarpum,100,1,1.34,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Hannah,1.410260942,
1453,,,25-May-2013,2,13,2_13,Open 4,5A10,Acacia nigrescens,280,1,6.8,0,0,0,0,7,O,N,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Audrey and Peter,Hannah,36.31681108,
1454,,,25-May-2013,2,13,2_13,Open 4,5A10,Albizia forbesii,220,3,4.6,3.4,4.4,0,0,10,O,N,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Audrey and Peter,Hannah,68.14114466,
1455,,,25-May-2013,2,13,2_13,Open 4,5B02,Albizia forbesii,70,3,1.5,1,0.7,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence,Hannah,5.293583621,
1456,,,25-May-2013,2,13,2_13,Open 4,5B02,Albizia forbesii,103,3,4,2.5,2,0,0,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Laurence,Hannah,35.34291735,
1457,,,25-May-2013,2,13,2_13,Open 4,5B02,Gymnosporia senegalensis,25,1,0.1,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence,Hannah,0.007853982,
1458,,,25-May-2013,2,13,2_13,Open 4,5B02,Gymnosporia senegalensis,55,1,0.2,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence,Hannah,0.031415927,
1459,,,25-May-2013,2,13,2_13,Open 4,5B02,Gymnosporia senegalensis,65,2,0.2,0.2,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence,Hannah,0.157079633,
1460,,,25-May-2013,2,13,2_13,Open 4,5B02,Gymnosporia senegalensis,65,2,0.2,0.2,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence,Hannah,0.157079633,
1461,,,25-May-2013,2,13,2_13,Open 4,5B02,Gymnosporia senegalensis,75,3,0.1,0.2,0.5,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence,Hannah,0.329867229,
1462,,,25-May-2013,2,13,2_13,Open 4,5B02,Gymnosporia senegalensis,105,2,0.5,0.3,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence,Hannah,0.47909288,
1463,,,25-May-2013,2,13,2_13,Open 4,5B02,Gymnosporia senegalensis,132,3,2,1.5,2,0,0,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,Burnt,Laurence,Hannah,13.35176878,
1464,,,25-May-2013,2,13,2_13,Open 4,5B02,Gymnosporia senegalensis,140,3,1.5,1.3,0.5,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence,Hannah,7.272786993,
1465,,,25-May-2013,2,14,2_14,Open 5,2A10,Acacia gerrardii,300,1,9.1,0,0,0,0,30,N/A,N,0,0,0,N/A,0,0,0,N,N,N/A,Y,,Audrey and Peter,Hannah,65.03882191,
1466,,,25-May-2013,2,14,2_14,Open 5,1A02,Ormocarpum trichocarpum,90,1,0.82,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Hannah,0.528101725,
1467,,,25-May-2013,2,14,2_14,Open 5,1B02,Ormocarpum trichocarpum,20,1,0.32,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence,Hannah,0.080424772,
1468,,,25-May-2013,2,14,2_14,Open 5,2A02,Ehretia rigida,15,1,0.154,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Hannah,0.018626503,
1469,,,25-May-2013,2,14,2_14,Open 5,2B02,Ehretia rigida,10,3,0.25,0.24,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence,Hannah,0.230043122,
1470,,,25-May-2013,2,14,2_14,Open 5,2B02,Ehretia rigida,20,1,0.15,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Laurence,Hannah,0.017671459,
